case_id,scenario,n_affected,lag,root,channel,role,break_type,homogeneous,delta_midcls,delta_attn
NA0_LAG50_019,NA0_LAG50,0,50,2,4,unrelated,,,-0.0017273426055908203,0.005396366119384766
NA0_LAG50_019,NA0_LAG50,0,50,2,5,unrelated,,,0.00016295909881591797,0.004082083702087402
NA0_LAG50_019,NA0_LAG50,0,50,2,6,unrelated,,,-1.9609928131103516e-05,0.005853056907653809
NA0_LAG50_020,NA0_LAG50,0,50,4,1,unrelated,,,-0.0005662441253662109,0.206335186958313
NA0_LAG50_020,NA0_LAG50,0,50,4,2,unrelated,,,-0.00011664628982543945,0.19324326515197754
NA0_LAG50_020,NA0_LAG50,0,50,4,3,unrelated,,,-0.000546872615814209,0.20829063653945923
NA0_LAG50_020,NA0_LAG50,0,50,4,5,unrelated,,,-0.0005502104759216309,0.2027619481086731
NA0_LAG50_020,NA0_LAG50,0,50,4,6,unrelated,,,-0.0009530186653137207,0.21274542808532715
NA0_LAG50_021,NA0_LAG50,0,50,3,1,unrelated,,,-0.0005444884300231934,0.2104920744895935
NA0_LAG50_021,NA0_LAG50,0,50,3,2,unrelated,,,-0.00028449296951293945,0.19529592990875244
NA0_LAG50_021,NA0_LAG50,0,50,3,4,unrelated,,,-0.00116652250289917,0.2209901213645935
NA0_LAG50_021,NA0_LAG50,0,50,3,5,unrelated,,,2.0444393157958984e-05,0.2098408341407776
NA0_LAG50_021,NA0_LAG50,0,50,3,6,unrelated,,,2.7894973754882812e-05,0.1982889175415039
NA0_LAG50_022,NA0_LAG50,0,50,1,2,unrelated,,,-0.0007192492485046387,0.20048296451568604
NA0_LAG50_022,NA0_LAG50,0,50,1,3,unrelated,,,-0.0006197690963745117,0.20202744007110596
NA0_LAG50_022,NA0_LAG50,0,50,1,4,unrelated,,,-0.0009947419166564941,0.2037564516067505
NA0_LAG50_022,NA0_LAG50,0,50,1,5,unrelated,,,-0.0005797147750854492,0.197767436504364
NA0_LAG50_022,NA0_LAG50,0,50,1,6,unrelated,,,-0.0006712079048156738,0.20282334089279175
NA0_LAG50_023,NA0_LAG50,0,50,2,1,unrelated,,,-0.0007579922676086426,0.002789020538330078
NA0_LAG50_023,NA0_LAG50,0,50,2,3,unrelated,,,0.0001825094223022461,0.005552947521209717
NA0_LAG50_023,NA0_LAG50,0,50,2,4,unrelated,,,-9.995698928833008e-05,0.023684561252593994
NA0_LAG50_023,NA0_LAG50,0,50,2,5,unrelated,,,-0.00046432018280029297,0.00925898551940918
NA0_LAG50_023,NA0_LAG50,0,50,2,6,unrelated,,,-0.00025773048400878906,-0.0003464818000793457
NA0_LAG50_024,NA0_LAG50,0,50,1,2,unrelated,,,7.75456428527832e-05,0.04171639680862427
NA0_LAG50_024,NA0_LAG50,0,50,1,3,unrelated,,,3.534555435180664e-05,0.04026001691818237
NA0_LAG50_024,NA0_LAG50,0,50,1,4,unrelated,,,-0.0002065896987915039,0.03495591878890991
NA0_LAG50_024,NA0_LAG50,0,50,1,5,unrelated,,,0.0005251765251159668,0.03010660409927368
NA0_LAG50_024,NA0_LAG50,0,50,1,6,unrelated,,,0.0013453960418701172,0.031041204929351807
NA0_LAG50_025,NA0_LAG50,0,50,6,1,unrelated,,,-0.00014573335647583008,0.0030955076217651367
NA0_LAG50_025,NA0_LAG50,0,50,6,2,unrelated,,,-0.0005093216896057129,0.0020934343338012695
NA0_LAG50_025,NA0_LAG50,0,50,6,3,unrelated,,,-0.00021249055862426758,0.008446574211120605
NA0_LAG50_025,NA0_LAG50,0,50,6,4,unrelated,,,-0.0010533928871154785,0.005043506622314453
NA0_LAG50_025,NA0_LAG50,0,50,6,5,unrelated,,,-0.00015419721603393555,0.007951200008392334
NA0_LAG50_026,NA0_LAG50,0,50,1,2,unrelated,,,-0.00010472536087036133,0.02011507749557495
NA0_LAG50_026,NA0_LAG50,0,50,1,3,unrelated,,,-0.00039839744567871094,0.039771080017089844
NA0_LAG50_026,NA0_LAG50,0,50,1,4,unrelated,,,0.0002243518829345703,0.0431637167930603
NA0_LAG50_026,NA0_LAG50,0,50,1,5,unrelated,,,-0.0001380443572998047,0.03444033861160278
NA0_LAG50_026,NA0_LAG50,0,50,1,6,unrelated,,,-6.794929504394531e-05,0.06288760900497437
NA0_LAG50_027,NA0_LAG50,0,50,4,1,unrelated,,,0.045684754848480225,0.10050976276397705
NA0_LAG50_027,NA0_LAG50,0,50,4,2,unrelated,,,0.045227229595184326,0.09515100717544556
NA0_LAG50_027,NA0_LAG50,0,50,4,3,unrelated,,,0.043524861335754395,0.09514385461807251
NA0_LAG50_027,NA0_LAG50,0,50,4,5,unrelated,,,0.04605644941329956,0.1134604811668396
NA0_LAG50_027,NA0_LAG50,0,50,4,6,unrelated,,,0.04199439287185669,0.09182560443878174
NA0_LAG50_028,NA0_LAG50,0,50,5,1,unrelated,,,-0.0001169443130493164,0.005479335784912109
NA0_LAG50_028,NA0_LAG50,0,50,5,2,unrelated,,,-0.00033479928970336914,-0.0003281831741333008
NA0_LAG50_028,NA0_LAG50,0,50,5,3,unrelated,,,0.0008023381233215332,0.004222750663757324
NA0_LAG50_028,NA0_LAG50,0,50,5,4,unrelated,,,-0.00018197298049926758,0.00783848762512207
NA0_LAG50_028,NA0_LAG50,0,50,5,6,unrelated,,,-2.3484230041503906e-05,0.013376832008361816
NA0_LAG50_029,NA0_LAG50,0,50,4,1,unrelated,,,0.05585360527038574,0.21144914627075195
NA0_LAG50_029,NA0_LAG50,0,50,4,2,unrelated,,,0.051946401596069336,0.12974578142166138
NA0_LAG50_029,NA0_LAG50,0,50,4,3,unrelated,,,0.05411046743392944,0.14136910438537598
NA0_LAG50_029,NA0_LAG50,0,50,4,5,unrelated,,,0.05238217115402222,0.1609627604484558
NA0_LAG50_029,NA0_LAG50,0,50,4,6,unrelated,,,0.04828059673309326,0.17137211561203003
NA1_LAG10_000,NA1_LAG10,1,10,5,1,unrelated,,,0.00022423267364501953,0.05755037069320679
NA1_LAG10_000,NA1_LAG10,1,10,5,2,unrelated,,,-0.0008907318115234375,0.06338870525360107
NA1_LAG10_000,NA1_LAG10,1,10,5,3,cascade,C4,True,-0.0007113218307495117,0.025563955307006836
NA1_LAG10_000,NA1_LAG10,1,10,5,4,unrelated,,,-0.00042366981506347656,0.03408879041671753
NA1_LAG10_000,NA1_LAG10,1,10,5,6,unrelated,,,-0.0004754066467285156,0.05125707387924194
NA1_LAG10_001,NA1_LAG10,1,10,4,1,unrelated,,,-0.00031363964080810547,0.0073944926261901855
NA1_LAG10_001,NA1_LAG10,1,10,4,2,mild,C5,True,-0.00017648935317993164,0.005460858345031738
NA1_LAG10_001,NA1_LAG10,1,10,4,3,unrelated,,,3.921985626220703e-05,0.011053740978240967
NA1_LAG10_001,NA1_LAG10,1,10,4,5,unrelated,,,-0.0009014010429382324,0.04095649719238281
NA1_LAG10_001,NA1_LAG10,1,10,4,6,unrelated,,,-0.00026857852935791016,0.020149528980255127
NA1_LAG10_002,NA1_LAG10,1,10,5,1,unrelated,,,-0.0009317994117736816,0.19929081201553345
NA1_LAG10_002,NA1_LAG10,1,10,5,2,mild,C3,True,0.0049953460693359375,0.062486112117767334
NA1_LAG10_002,NA1_LAG10,1,10,5,3,unrelated,,,-0.0010426640510559082,0.18472588062286377
NA1_LAG10_002,NA1_LAG10,1,10,5,4,unrelated,,,0.00021213293075561523,0.1875934600830078
NA1_LAG10_002,NA1_LAG10,1,10,5,6,unrelated,,,-0.00021439790725708008,0.19131940603256226
NA1_LAG10_003,NA1_LAG10,1,10,6,1,unrelated,,,-0.00014322996139526367,0.07244795560836792
NA1_LAG10_003,NA1_LAG10,1,10,6,2,unrelated,,,-0.00019490718841552734,0.06219750642776489
NA1_LAG10_003,NA1_LAG10,1,10,6,3,mild,C4,True,0.0005807876586914062,0.09198755025863647
NA1_LAG10_003,NA1_LAG10,1,10,6,4,unrelated,,,-0.0007681846618652344,0.04477137327194214
NA1_LAG10_003,NA1_LAG10,1,10,6,5,unrelated,,,-0.00019222497940063477,0.06469351053237915
NA1_LAG10_004,NA1_LAG10,1,10,6,1,unrelated,,,0.00047153234481811523,7.712841033935547e-05
NA1_LAG10_004,NA1_LAG10,1,10,6,2,unrelated,,,0.0027161240577697754,0.008908092975616455
NA1_LAG10_004,NA1_LAG10,1,10,6,3,unrelated,,,0.0009342432022094727,0.00467151403427124
NA1_LAG10_004,NA1_LAG10,1,10,6,4,mild,C5,True,-0.0014801025390625,0.0016979575157165527
NA1_LAG10_004,NA1_LAG10,1,10,6,5,unrelated,,,-0.00027447938919067383,0.02609497308731079
NA1_LAG10_005,NA1_LAG10,1,10,2,1,cascade,C1,False,0.0025758743286132812,0.010396420955657959
NA1_LAG10_005,NA1_LAG10,1,10,2,3,unrelated,,,-0.000985562801361084,0.003345966339111328
NA1_LAG10_005,NA1_LAG10,1,10,2,4,unrelated,,,-6.246566772460938e-05,0.004795372486114502
NA1_LAG10_005,NA1_LAG10,1,10,2,5,unrelated,,,-7.677078247070312e-05,0.006121218204498291
NA1_LAG10_005,NA1_LAG10,1,10,2,6,unrelated,,,-1.0609626770019531e-05,0.0035785436630249023
NA1_LAG10_006,NA1_LAG10,1,10,6,1,unrelated,,,0.0022956132888793945,0.009003043174743652
NA1_LAG10_006,NA1_LAG10,1,10,6,2,unrelated,,,0.002512633800506592,0.005519449710845947
NA1_LAG10_006,NA1_LAG10,1,10,6,3,unrelated,,,0.004017472267150879,0.005419135093688965
NA1_LAG10_006,NA1_LAG10,1,10,6,4,cascade,C4,False,0.002096414566040039,0.05936384201049805
NA1_LAG10_006,NA1_LAG10,1,10,6,5,unrelated,,,0.003350496292114258,0.008440971374511719
NA1_LAG10_007,NA1_LAG10,1,10,2,1,unrelated,,,0.0027763843536376953,0.021907925605773926
NA1_LAG10_007,NA1_LAG10,1,10,2,3,unrelated,,,0.00559002161026001,0.015418529510498047
NA1_LAG10_007,NA1_LAG10,1,10,2,4,unrelated,,,0.003521144390106201,0.005826473236083984
NA1_LAG10_007,NA1_LAG10,1,10,2,5,unrelated,,,0.0021990537643432617,0.017743229866027832
NA1_LAG10_007,NA1_LAG10,1,10,2,6,cascade,C1,True,-0.0011324882507324219,0.008592188358306885
NA1_LAG10_008,NA1_LAG10,1,10,4,1,mild,C5,True,0.001335740089416504,0.001678168773651123
NA1_LAG10_008,NA1_LAG10,1,10,4,2,unrelated,,,-0.00017786026000976562,0.025351762771606445
NA1_LAG10_008,NA1_LAG10,1,10,4,3,unrelated,,,-0.0012294650077819824,0.006002664566040039
NA1_LAG10_008,NA1_LAG10,1,10,4,5,unrelated,,,0.0012239813804626465,-0.0007597804069519043
NA1_LAG10_008,NA1_LAG10,1,10,4,6,unrelated,,,-0.0007284283638000488,-0.0003154277801513672
NA1_LAG10_009,NA1_LAG10,1,10,5,1,unrelated,,,0.0009958744049072266,0.012785196304321289
NA1_LAG10_009,NA1_LAG10,1,10,5,2,mild,C2,False,0.0045670270919799805,0.02341705560684204
NA1_LAG10_009,NA1_LAG10,1,10,5,3,unrelated,,,0.0029653310775756836,0.00988149642944336
NA1_LAG10_009,NA1_LAG10,1,10,5,4,unrelated,,,0.0022579431533813477,0.009794533252716064
NA1_LAG10_009,NA1_LAG10,1,10,5,6,unrelated,,,0.001986563205718994,0.01506185531616211
NA1_LAG10_010,NA1_LAG10,1,10,5,1,unrelated,,,0.000961601734161377,0.05453848838806152
NA1_LAG10_010,NA1_LAG10,1,10,5,2,cascade,C1,False,0.004354953765869141,0.05339401960372925
NA1_LAG10_010,NA1_LAG10,1,10,5,3,unrelated,,,-3.5762786865234375e-05,0.08564311265945435
NA1_LAG10_010,NA1_LAG10,1,10,5,4,unrelated,,,0.0002003312110900879,0.029888033866882324
NA1_LAG10_010,NA1_LAG10,1,10,5,6,unrelated,,,-0.00027239322662353516,0.03546762466430664
NA1_LAG10_011,NA1_LAG10,1,10,5,1,unrelated,,,0.003448188304901123,0.006103813648223877
NA1_LAG10_011,NA1_LAG10,1,10,5,2,unrelated,,,0.002137899398803711,0.019563674926757812
NA1_LAG10_011,NA1_LAG10,1,10,5,3,unrelated,,,0.002799510955810547,0.02133697271347046
NA1_LAG10_011,NA1_LAG10,1,10,5,4,unrelated,,,0.003193974494934082,0.004714846611022949
NA1_LAG10_011,NA1_LAG10,1,10,5,6,mild,C1,True,0.0007573366165161133,0.0038633346557617188
NA1_LAG10_012,NA1_LAG10,1,10,5,1,unrelated,,,-0.0008251070976257324,0.00712275505065918
NA1_LAG10_012,NA1_LAG10,1,10,5,2,unrelated,,,0.00046747922897338867,0.019221723079681396
NA1_LAG10_012,NA1_LAG10,1,10,5,3,unrelated,,,1.1742115020751953e-05,0.016913115978240967
NA1_LAG10_012,NA1_LAG10,1,10,5,4,unrelated,,,-0.0002665519714355469,0.0102006196975708
NA1_LAG10_012,NA1_LAG10,1,10,5,6,cascade,C5,True,-0.000986635684967041,0.002414703369140625
NA1_LAG10_013,NA1_LAG10,1,10,1,2,cascade,C4,True,-0.0008401870727539062,0.008958041667938232
NA1_LAG10_013,NA1_LAG10,1,10,1,3,unrelated,,,0.00023508071899414062,0.07767844200134277
NA1_LAG10_013,NA1_LAG10,1,10,1,4,unrelated,,,-0.00020772218704223633,0.06976109743118286
NA1_LAG10_013,NA1_LAG10,1,10,1,5,unrelated,,,-0.001132965087890625,0.02732384204864502
NA1_LAG10_013,NA1_LAG10,1,10,1,6,unrelated,,,0.00013178586959838867,0.04099547863006592
NA1_LAG10_014,NA1_LAG10,1,10,2,1,unrelated,,,0.0029085874557495117,0.004823267459869385
NA1_LAG10_014,NA1_LAG10,1,10,2,3,unrelated,,,0.004679322242736816,0.02037966251373291
NA1_LAG10_014,NA1_LAG10,1,10,2,4,unrelated,,,0.0032782554626464844,0.012451231479644775
NA1_LAG10_014,NA1_LAG10,1,10,2,5,mild,C4,False,0.0057242512702941895,0.02924114465713501
NA1_LAG10_014,NA1_LAG10,1,10,2,6,unrelated,,,0.002974569797515869,0.011058628559112549
NA1_LAG10_015,NA1_LAG10,1,10,5,1,unrelated,,,0.04610198736190796,0.13484913110733032
NA1_LAG10_015,NA1_LAG10,1,10,5,2,unrelated,,,0.04499495029449463,0.10928964614868164
NA1_LAG10_015,NA1_LAG10,1,10,5,3,unrelated,,,0.04640603065490723,0.12535923719406128
NA1_LAG10_015,NA1_LAG10,1,10,5,4,mild,C2,True,0.03986102342605591,0.1307792067527771
NA1_LAG10_015,NA1_LAG10,1,10,5,6,unrelated,,,0.04652804136276245,0.14579665660858154
NA1_LAG10_016,NA1_LAG10,1,10,2,1,unrelated,,,-0.0004838109016418457,0.020135998725891113
NA1_LAG10_016,NA1_LAG10,1,10,2,3,unrelated,,,-0.0016388893127441406,0.048129260540008545
NA1_LAG10_016,NA1_LAG10,1,10,2,4,unrelated,,,-0.001387476921081543,0.062054574489593506
NA1_LAG10_016,NA1_LAG10,1,10,2,5,cascade,C1,False,0.003907918930053711,0.06336182355880737
NA1_LAG10_016,NA1_LAG10,1,10,2,6,unrelated,,,-0.0002942681312561035,0.03191876411437988
NA1_LAG10_017,NA1_LAG10,1,10,3,1,mild,C2,True,0.04135239124298096,0.13293206691741943
NA1_LAG10_017,NA1_LAG10,1,10,3,2,unrelated,,,0.0499843955039978,0.17639321088790894
NA1_LAG10_017,NA1_LAG10,1,10,3,4,unrelated,,,0.05228006839752197,0.11483311653137207
NA1_LAG10_017,NA1_LAG10,1,10,3,5,unrelated,,,0.048632800579071045,0.12890809774398804
NA1_LAG10_017,NA1_LAG10,1,10,3,6,unrelated,,,0.0482790470123291,0.13233089447021484
NA1_LAG10_018,NA1_LAG10,1,10,2,1,unrelated,,,-0.0012838244438171387,0.10091030597686768
NA1_LAG10_018,NA1_LAG10,1,10,2,3,unrelated,,,-4.976987838745117e-05,0.1496097445487976
NA1_LAG10_018,NA1_LAG10,1,10,2,4,mild,C4,True,0.00046241283416748047,0.11072689294815063
NA1_LAG10_018,NA1_LAG10,1,10,2,5,unrelated,,,-0.0012192726135253906,0.11196577548980713
NA1_LAG10_018,NA1_LAG10,1,10,2,6,unrelated,,,2.0742416381835938e-05,0.11754918098449707
NA1_LAG10_019,NA1_LAG10,1,10,4,1,unrelated,,,0.0007864236831665039,0.0006620287895202637
NA1_LAG10_019,NA1_LAG10,1,10,4,2,mild,C1,False,-0.000268399715423584,0.02011173963546753
NA1_LAG10_019,NA1_LAG10,1,10,4,3,unrelated,,,-0.00150221586227417,0.013879477977752686
NA1_LAG10_019,NA1_LAG10,1,10,4,5,unrelated,,,-0.00020617246627807617,0.004238784313201904
NA1_LAG10_019,NA1_LAG10,1,10,4,6,unrelated,,,-2.1338462829589844e-05,0.02954643964767456
NA1_LAG10_020,NA1_LAG10,1,10,2,1,unrelated,,,-0.00018483400344848633,0.1926499605178833
NA1_LAG10_020,NA1_LAG10,1,10,2,3,unrelated,,,-0.0006110072135925293,0.20254850387573242
NA1_LAG10_020,NA1_LAG10,1,10,2,4,unrelated,,,-0.00016289949417114258,0.20025163888931274
NA1_LAG10_020,NA1_LAG10,1,10,2,5,unrelated,,,8.672475814819336e-05,0.2058306336402893
NA1_LAG10_020,NA1_LAG10,1,10,2,6,cascade,C4,False,0.0009451508522033691,0.26411938667297363
NA1_LAG10_021,NA1_LAG10,1,10,3,1,unrelated,,,0.04000270366668701,0.12416422367095947
NA1_LAG10_021,NA1_LAG10,1,10,3,2,cascade,C2,True,0.005786418914794922,0.10988622903823853
NA1_LAG10_021,NA1_LAG10,1,10,3,4,unrelated,,,0.038700640201568604,0.13460606336593628
NA1_LAG10_021,NA1_LAG10,1,10,3,5,unrelated,,,0.03950989246368408,0.14573025703430176
NA1_LAG10_021,NA1_LAG10,1,10,3,6,unrelated,,,0.0452846884727478,0.13937997817993164
NA1_LAG10_022,NA1_LAG10,1,10,5,1,unrelated,,,0.05337256193161011,0.08628743886947632
NA1_LAG10_022,NA1_LAG10,1,10,5,2,unrelated,,,0.05313676595687866,0.07156819105148315
NA1_LAG10_022,NA1_LAG10,1,10,5,3,unrelated,,,0.04814964532852173,0.06652253866195679
NA1_LAG10_022,NA1_LAG10,1,10,5,4,unrelated,,,0.05307722091674805,0.10182863473892212
NA1_LAG10_022,NA1_LAG10,1,10,5,6,mild,C4,False,0.04711633920669556,0.08432942628860474
NA1_LAG10_023,NA1_LAG10,1,10,3,1,unrelated,,,0.050962209701538086,0.1507030725479126
NA1_LAG10_023,NA1_LAG10,1,10,3,2,unrelated,,,0.04989659786224365,0.15090978145599365
NA1_LAG10_023,NA1_LAG10,1,10,3,4,unrelated,,,0.050247788429260254,0.14162856340408325
NA1_LAG10_023,NA1_LAG10,1,10,3,5,unrelated,,,0.04963046312332153,0.1349521279335022
NA1_LAG10_023,NA1_LAG10,1,10,3,6,mild,C4,False,0.049227774143218994,0.06707519292831421
NA1_LAG10_024,NA1_LAG10,1,10,2,1,unrelated,,,-0.0006975531578063965,0.2039082646369934
NA1_LAG10_024,NA1_LAG10,1,10,2,3,unrelated,,,-0.001236557960510254,0.2010090947151184
NA1_LAG10_024,NA1_LAG10,1,10,2,4,cascade,C3,True,-0.00023823976516723633,-0.004858732223510742
NA1_LAG10_024,NA1_LAG10,1,10,2,5,unrelated,,,-0.0005236268043518066,0.19924527406692505
NA1_LAG10_024,NA1_LAG10,1,10,2,6,unrelated,,,-0.0005693435668945312,0.1924675703048706
NA1_LAG10_025,NA1_LAG10,1,10,2,1,cascade,C3,False,8.511543273925781e-05,0.19901633262634277
NA1_LAG10_025,NA1_LAG10,1,10,2,3,unrelated,,,-0.0006494522094726562,0.0022077560424804688
NA1_LAG10_025,NA1_LAG10,1,10,2,4,unrelated,,,-0.0006355643272399902,0.0044422149658203125
NA1_LAG10_025,NA1_LAG10,1,10,2,5,unrelated,,,-1.7464160919189453e-05,-0.004012763500213623
NA1_LAG10_025,NA1_LAG10,1,10,2,6,unrelated,,,0.0005126595497131348,0.0052787065505981445
NA1_LAG10_026,NA1_LAG10,1,10,1,2,unrelated,,,0.002256035804748535,0.00945371389389038
NA1_LAG10_026,NA1_LAG10,1,10,1,3,mild,C1,True,0.0004597306251525879,0.0056195855140686035
NA1_LAG10_026,NA1_LAG10,1,10,1,4,unrelated,,,0.0033214688301086426,0.0009181499481201172
NA1_LAG10_026,NA1_LAG10,1,10,1,5,unrelated,,,0.002201557159423828,-0.00044399499893188477
NA1_LAG10_026,NA1_LAG10,1,10,1,6,unrelated,,,0.002148568630218506,0.013222336769104004
NA1_LAG10_027,NA1_LAG10,1,10,2,1,unrelated,,,-0.0007439851760864258,0.08171844482421875
NA1_LAG10_027,NA1_LAG10,1,10,2,3,cascade,C3,False,0.0006850361824035645,0.2558175325393677
NA1_LAG10_027,NA1_LAG10,1,10,2,4,unrelated,,,-0.0006769299507141113,0.061414122581481934
NA1_LAG10_027,NA1_LAG10,1,10,2,5,unrelated,,,-7.587671279907227e-05,0.08237874507904053
NA1_LAG10_027,NA1_LAG10,1,10,2,6,unrelated,,,-0.0005335807800292969,0.06901472806930542
NA1_LAG10_028,NA1_LAG10,1,10,6,1,unrelated,,,0.05845826864242554,0.1387232542037964
NA1_LAG10_028,NA1_LAG10,1,10,6,2,unrelated,,,0.06120264530181885,0.1489574909210205
NA1_LAG10_028,NA1_LAG10,1,10,6,3,unrelated,,,0.0627976655960083,0.17288333177566528
NA1_LAG10_028,NA1_LAG10,1,10,6,4,unrelated,,,0.06132775545120239,0.15234774351119995
NA1_LAG10_028,NA1_LAG10,1,10,6,5,mild,C2,True,0.05138683319091797,0.12240737676620483
NA1_LAG10_029,NA1_LAG10,1,10,4,1,unrelated,,,0.00010025501251220703,0.20450598001480103
NA1_LAG10_029,NA1_LAG10,1,10,4,2,unrelated,,,-0.0006208419799804688,0.2055521011352539
NA1_LAG10_029,NA1_LAG10,1,10,4,3,unrelated,,,-0.0009655356407165527,0.19859033823013306
NA1_LAG10_029,NA1_LAG10,1,10,4,5,unrelated,,,-0.00025594234466552734,0.21208864450454712
NA1_LAG10_029,NA1_LAG10,1,10,4,6,mild,C3,True,0.00482630729675293,0.061113834381103516
NA1_LAG50_000,NA1_LAG50,1,50,1,2,mild,C2,True,0.054366230964660645,0.16421252489089966
NA1_LAG50_000,NA1_LAG50,1,50,1,3,unrelated,,,0.04668426513671875,0.1284259557723999
NA1_LAG50_000,NA1_LAG50,1,50,1,4,unrelated,,,0.05103880167007446,0.13212120532989502
NA1_LAG50_000,NA1_LAG50,1,50,1,5,unrelated,,,0.052778661251068115,0.16637152433395386
NA1_LAG50_000,NA1_LAG50,1,50,1,6,unrelated,,,0.05143845081329346,0.11851125955581665
NA1_LAG50_001,NA1_LAG50,1,50,3,1,unrelated,,,-0.00041359663009643555,0.015493571758270264
NA1_LAG50_001,NA1_LAG50,1,50,3,2,unrelated,,,0.0013802647590637207,0.016670703887939453
NA1_LAG50_001,NA1_LAG50,1,50,3,4,unrelated,,,0.0010900497436523438,0.01146245002746582
NA1_LAG50_001,NA1_LAG50,1,50,3,5,mild,C2,False,0.0004075169563293457,0.04202789068222046
NA1_LAG50_001,NA1_LAG50,1,50,3,6,unrelated,,,0.0016936063766479492,0.017527878284454346
NA1_LAG50_002,NA1_LAG50,1,50,5,1,unrelated,,,0.05264085531234741,0.11563903093338013
NA1_LAG50_002,NA1_LAG50,1,50,5,2,mild,C2,True,0.04825770854949951,0.040973782539367676
NA1_LAG50_002,NA1_LAG50,1,50,5,3,unrelated,,,0.04945933818817139,0.12841027975082397
NA1_LAG50_002,NA1_LAG50,1,50,5,4,unrelated,,,0.0483626127243042,0.1250401735305786
NA1_LAG50_002,NA1_LAG50,1,50,5,6,unrelated,,,0.04833877086639404,0.1494537591934204
NA1_LAG50_003,NA1_LAG50,1,50,1,2,cascade,C2,True,0.02379298210144043,0.10201072692871094
NA1_LAG50_003,NA1_LAG50,1,50,1,3,unrelated,,,0.049168527126312256,0.18276482820510864
NA1_LAG50_003,NA1_LAG50,1,50,1,4,unrelated,,,0.04928821325302124,0.1397918462753296
NA1_LAG50_003,NA1_LAG50,1,50,1,5,unrelated,,,0.05076843500137329,0.12768161296844482
NA1_LAG50_003,NA1_LAG50,1,50,1,6,unrelated,,,0.04949265718460083,0.14880675077438354
NA1_LAG50_004,NA1_LAG50,1,50,3,1,unrelated,,,0.003049612045288086,0.022515535354614258
NA1_LAG50_004,NA1_LAG50,1,50,3,2,unrelated,,,0.001575767993927002,0.004035532474517822
NA1_LAG50_004,NA1_LAG50,1,50,3,4,unrelated,,,0.00026673078536987305,0.017509937286376953
NA1_LAG50_004,NA1_LAG50,1,50,3,5,mild,C4,False,0.00173187255859375,0.045400261878967285
NA1_LAG50_004,NA1_LAG50,1,50,3,6,unrelated,,,0.0031408071517944336,0.019428133964538574
NA1_LAG50_005,NA1_LAG50,1,50,6,1,unrelated,,,0.05406057834625244,0.12750208377838135
NA1_LAG50_005,NA1_LAG50,1,50,6,2,unrelated,,,0.0552334189414978,0.12713372707366943
NA1_LAG50_005,NA1_LAG50,1,50,6,3,unrelated,,,0.055055439472198486,0.12403637170791626
NA1_LAG50_005,NA1_LAG50,1,50,6,4,unrelated,,,0.05202394723892212,0.1351844072341919
NA1_LAG50_005,NA1_LAG50,1,50,6,5,cascade,C5,False,0.05354619026184082,0.11604773998260498
NA1_LAG50_006,NA1_LAG50,1,50,3,1,unrelated,,,-0.00032973289489746094,0.2158709168434143
NA1_LAG50_006,NA1_LAG50,1,50,3,2,mild,C2,False,0.0003185272216796875,0.056847572326660156
NA1_LAG50_006,NA1_LAG50,1,50,3,4,unrelated,,,4.3451786041259766e-05,0.20069986581802368
NA1_LAG50_006,NA1_LAG50,1,50,3,5,unrelated,,,0.0006410479545593262,0.2034730315208435
NA1_LAG50_006,NA1_LAG50,1,50,3,6,unrelated,,,0.0003681778907775879,0.19402319192886353
NA1_LAG50_007,NA1_LAG50,1,50,4,1,unrelated,,,0.0017441511154174805,0.017839550971984863
NA1_LAG50_007,NA1_LAG50,1,50,4,2,mild,C3,False,0.004831671714782715,0.11655372381210327
NA1_LAG50_007,NA1_LAG50,1,50,4,3,unrelated,,,0.0022248029708862305,0.014165103435516357
NA1_LAG50_007,NA1_LAG50,1,50,4,5,unrelated,,,0.0016469955444335938,0.02214336395263672
NA1_LAG50_007,NA1_LAG50,1,50,4,6,unrelated,,,0.0018007755279541016,0.018880009651184082
NA1_LAG50_008,NA1_LAG50,1,50,1,2,mild,C2,False,0.00131911039352417,0.07554125785827637
NA1_LAG50_008,NA1_LAG50,1,50,1,3,unrelated,,,0.00035446882247924805,0.031947970390319824
NA1_LAG50_008,NA1_LAG50,1,50,1,4,unrelated,,,3.0994415283203125e-05,0.06175428628921509
NA1_LAG50_008,NA1_LAG50,1,50,1,5,unrelated,,,-3.5822391510009766e-05,0.043744802474975586
NA1_LAG50_008,NA1_LAG50,1,50,1,6,unrelated,,,-0.00015091896057128906,0.036736369132995605
NA1_LAG50_009,NA1_LAG50,1,50,4,1,cascade,C4,True,0.0004582405090332031,0.01795738935470581
NA1_LAG50_009,NA1_LAG50,1,50,4,2,unrelated,,,9.626150131225586e-05,0.0551753044128418
NA1_LAG50_009,NA1_LAG50,1,50,4,3,unrelated,,,-0.00042933225631713867,0.06741553544998169
NA1_LAG50_009,NA1_LAG50,1,50,4,5,unrelated,,,5.984306335449219e-05,0.037692129611968994
NA1_LAG50_009,NA1_LAG50,1,50,4,6,unrelated,,,-0.0005045533180236816,0.06408089399337769
NA1_LAG50_010,NA1_LAG50,1,50,2,1,mild,C4,True,0.000588834285736084,0.051246047019958496
NA1_LAG50_010,NA1_LAG50,1,50,2,3,unrelated,,,-0.00023323297500610352,0.06242227554321289
NA1_LAG50_010,NA1_LAG50,1,50,2,4,unrelated,,,-0.000528872013092041,0.07735925912857056
