case_id,scenario,n_affected,lag,root,channel,role,break_type,homogeneous,dist_pre_cls,dist_post_cls,delta_cls,dist_pre_patch,dist_post_patch,delta_patch
NA0_LAG10_021,NA0_LAG10,0,10,2,6,unrelated,,,0.05367767810821533,0.17962908744812012,0.12595140933990479,0.03983008861541748,0.1513625979423523,0.11153250932693481
NA0_LAG10_022,NA0_LAG10,0,10,6,1,unrelated,,,0.014147758483886719,0.02441692352294922,0.0102691650390625,0.009638309478759766,0.019132018089294434,0.009493708610534668
NA0_LAG10_022,NA0_LAG10,0,10,6,2,unrelated,,,0.04684650897979736,0.028856515884399414,-0.01798999309539795,0.029635369777679443,0.02040809392929077,-0.009227275848388672
NA0_LAG10_022,NA0_LAG10,0,10,6,3,unrelated,,,0.030860066413879395,0.02588343620300293,-0.004976630210876465,0.016691863536834717,0.022699356079101562,0.006007492542266846
NA0_LAG10_022,NA0_LAG10,0,10,6,4,unrelated,,,0.01736980676651001,0.029703617095947266,0.012333810329437256,0.01196962594985962,0.024438202381134033,0.012468576431274414
NA0_LAG10_022,NA0_LAG10,0,10,6,5,unrelated,,,0.019673287868499756,0.03145313262939453,0.011779844760894775,0.011180758476257324,0.028432250022888184,0.01725149154663086
NA0_LAG10_023,NA0_LAG10,0,10,2,1,unrelated,,,0.021130025386810303,0.18825042247772217,0.16712039709091187,0.015271484851837158,0.19134461879730225,0.1760731339454651
NA0_LAG10_023,NA0_LAG10,0,10,2,3,unrelated,,,0.024996459484100342,0.19800478219985962,0.17300832271575928,0.01866936683654785,0.19588375091552734,0.1772143840789795
NA0_LAG10_023,NA0_LAG10,0,10,2,4,unrelated,,,0.04142194986343384,0.19132745265960693,0.1499055027961731,0.027931809425354004,0.18992877006530762,0.1619969606399536
NA0_LAG10_023,NA0_LAG10,0,10,2,5,unrelated,,,0.03407663106918335,0.18998461961746216,0.1559079885482788,0.020678937435150146,0.18776100873947144,0.1670820713043213
NA0_LAG10_023,NA0_LAG10,0,10,2,6,unrelated,,,0.03434175252914429,0.19513201713562012,0.16079026460647583,0.022965610027313232,0.19621628522872925,0.17325067520141602
NA0_LAG10_024,NA0_LAG10,0,10,4,1,unrelated,,,0.030922770500183105,0.23148781061172485,0.20056504011154175,0.01891082525253296,0.21422457695007324,0.19531375169754028
NA0_LAG10_024,NA0_LAG10,0,10,4,2,unrelated,,,0.026248931884765625,0.2284923791885376,0.20224344730377197,0.01796025037765503,0.21144843101501465,0.19348818063735962
NA0_LAG10_024,NA0_LAG10,0,10,4,3,unrelated,,,0.012873589992523193,0.2250382900238037,0.21216470003128052,0.008615434169769287,0.21743732690811157,0.20882189273834229
NA0_LAG10_024,NA0_LAG10,0,10,4,5,unrelated,,,0.023076534271240234,0.2440643310546875,0.22098779678344727,0.018355250358581543,0.22407174110412598,0.20571649074554443
NA0_LAG10_024,NA0_LAG10,0,10,4,6,unrelated,,,0.025831878185272217,0.22364038228988647,0.19780850410461426,0.018448352813720703,0.21037769317626953,0.19192934036254883
NA0_LAG10_025,NA0_LAG10,0,10,5,1,unrelated,,,0.01011669635772705,0.0102006196975708,8.392333984375e-05,0.008670151233673096,0.007400691509246826,-0.0012694597244262695
NA0_LAG10_025,NA0_LAG10,0,10,5,2,unrelated,,,0.018765687942504883,0.006648600101470947,-0.012117087841033936,0.015718936920166016,0.004828691482543945,-0.01089024543762207
NA0_LAG10_025,NA0_LAG10,0,10,5,3,unrelated,,,0.01892799139022827,0.013881504535675049,-0.005046486854553223,0.011264920234680176,0.01170581579208374,0.00044089555740356445
NA0_LAG10_025,NA0_LAG10,0,10,5,4,unrelated,,,0.016807079315185547,0.005105197429656982,-0.011701881885528564,0.010769367218017578,0.004732310771942139,-0.0060370564460754395
NA0_LAG10_025,NA0_LAG10,0,10,5,6,unrelated,,,0.018088102340698242,0.007590055465698242,-0.010498046875,0.014227986335754395,0.007202506065368652,-0.007025480270385742
NA0_LAG10_026,NA0_LAG10,0,10,4,1,unrelated,,,0.02709251642227173,0.020035266876220703,-0.007057249546051025,0.016741812229156494,0.017595291137695312,0.0008534789085388184
NA0_LAG10_026,NA0_LAG10,0,10,4,2,unrelated,,,0.03394114971160889,0.03821837902069092,0.004277229309082031,0.01832181215286255,0.033609092235565186,0.015287280082702637
NA0_LAG10_026,NA0_LAG10,0,10,4,3,unrelated,,,0.0300101637840271,0.0149039626121521,-0.015106201171875,0.01684284210205078,0.014908254146575928,-0.0019345879554748535
NA0_LAG10_026,NA0_LAG10,0,10,4,5,unrelated,,,0.026076078414916992,0.03637051582336426,0.010294437408447266,0.01582324504852295,0.031045138835906982,0.015221893787384033
NA0_LAG10_026,NA0_LAG10,0,10,4,6,unrelated,,,0.036085546016693115,0.02532505989074707,-0.010760486125946045,0.021680474281311035,0.019998669624328613,-0.0016818046569824219
NA0_LAG10_027,NA0_LAG10,0,10,4,1,unrelated,,,0.01698249578475952,0.032180726528167725,0.015198230743408203,0.016010940074920654,0.02762526273727417,0.011614322662353516
